Game_Id,Home_Or_Away,Win_Or_Loss,Home_Team_Stats,Away_Team_Stats
2015020378,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 4, 'shots': 33, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '59.3', 'blocked': 6, 'takeaways': 10, 'giveaways': 9, 'hits': 14}}","{'teamSkaterStats': {'goals': 2, 'pim': 6, 'shots': 16, 'powerPlayPercentage': '100.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '40.7', 'blocked': 21, 'takeaways': 8, 'giveaways': 7, 'hits': 24}}"
2015020383,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 4, 'shots': 23, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '62.5', 'blocked': 14, 'takeaways': 8, 'giveaways': 10, 'hits': 34}}","{'teamSkaterStats': {'goals': 1, 'pim': 8, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '37.5', 'blocked': 14, 'takeaways': 4, 'giveaways': 3, 'hits': 15}}"
2015020400,away,win,"{'teamSkaterStats': {'goals': 4, 'pim': 10, 'shots': 18, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '30.0', 'blocked': 11, 'takeaways': 5, 'giveaways': 6, 'hits': 28}}","{'teamSkaterStats': {'goals': 2, 'pim': 10, 'shots': 36, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '70.0', 'blocked': 6, 'takeaways': 8, 'giveaways': 7, 'hits': 23}}"
2015020412,home,loss,"{'teamSkaterStats': {'goals': 2, 'pim': 20, 'shots': 27, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '46.3', 'blocked': 8, 'takeaways': 5, 'giveaways': 4, 'hits': 29}}","{'teamSkaterStats': {'goals': 4, 'pim': 8, 'shots': 23, 'powerPlayPercentage': '40.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '53.7', 'blocked': 12, 'takeaways': 7, 'giveaways': 4, 'hits': 30}}"
2015020423,home,loss,"{'teamSkaterStats': {'goals': 4, 'pim': 14, 'shots': 26, 'powerPlayPercentage': '16.7', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 6.0, 'faceOffWinPercentage': '54.1', 'blocked': 16, 'takeaways': 5, 'giveaways': 4, 'hits': 14}}","{'teamSkaterStats': {'goals': 1, 'pim': 25, 'shots': 21, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '45.9', 'blocked': 10, 'takeaways': 5, 'giveaways': 2, 'hits': 31}}"
2015020435,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 8, 'shots': 25, 'powerPlayPercentage': '100.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '56.1', 'blocked': 11, 'takeaways': 4, 'giveaways': 7, 'hits': 25}}","{'teamSkaterStats': {'goals': 1, 'pim': 8, 'shots': 27, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '43.9', 'blocked': 13, 'takeaways': 4, 'giveaways': 18, 'hits': 25}}"
2015020454,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 8, 'shots': 34, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '47.6', 'blocked': 7, 'takeaways': 5, 'giveaways': 12, 'hits': 23}}","{'teamSkaterStats': {'goals': 5, 'pim': 10, 'shots': 17, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '52.4', 'blocked': 10, 'takeaways': 4, 'giveaways': 8, 'hits': 19}}"
2015020467,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 6, 'shots': 16, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '52.6', 'blocked': 2, 'takeaways': 0, 'giveaways': 5, 'hits': 20}}","{'teamSkaterStats': {'goals': 5, 'pim': 6, 'shots': 26, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '47.4', 'blocked': 5, 'takeaways': 5, 'giveaways': 1, 'hits': 15}}"
2015020479,away,win,"{'teamSkaterStats': {'goals': 0, 'pim': 6, 'shots': 24, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '39.7', 'blocked': 10, 'takeaways': 17, 'giveaways': 10, 'hits': 17}}","{'teamSkaterStats': {'goals': 2, 'pim': 4, 'shots': 18, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '60.3', 'blocked': 15, 'takeaways': 11, 'giveaways': 3, 'hits': 12}}"
2015020493,home,loss,"{'teamSkaterStats': {'goals': 4, 'pim': 4, 'shots': 42, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '51.9', 'blocked': 4, 'takeaways': 5, 'giveaways': 1, 'hits': 28}}","{'teamSkaterStats': {'goals': 4, 'pim': 8, 'shots': 34, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '48.1', 'blocked': 9, 'takeaways': 3, 'giveaways': 1, 'hits': 31}}"
2015020511,home,loss,"{'teamSkaterStats': {'goals': 1, 'pim': 4, 'shots': 40, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '48.4', 'blocked': 4, 'takeaways': 8, 'giveaways': 3, 'hits': 31}}","{'teamSkaterStats': {'goals': 1, 'pim': 10, 'shots': 16, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '51.6', 'blocked': 14, 'takeaways': 1, 'giveaways': 4, 'hits': 34}}"
2015020527,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 15, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 6.0, 'faceOffWinPercentage': '60.0', 'blocked': 7, 'takeaways': 10, 'giveaways': 9, 'hits': 33}}","{'teamSkaterStats': {'goals': 2, 'pim': 19, 'shots': 17, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '40.0', 'blocked': 17, 'takeaways': 5, 'giveaways': 3, 'hits': 34}}"
2015020545,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 13, 'shots': 30, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '40.6', 'blocked': 2, 'takeaways': 5, 'giveaways': 3, 'hits': 32}}","{'teamSkaterStats': {'goals': 1, 'pim': 17, 'shots': 30, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '59.4', 'blocked': 6, 'takeaways': 3, 'giveaways': 6, 'hits': 28}}"
2015020572,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 17, 'shots': 20, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '33.3', 'blocked': 16, 'takeaways': 7, 'giveaways': 5, 'hits': 21}}","{'teamSkaterStats': {'goals': 0, 'pim': 15, 'shots': 40, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '66.7', 'blocked': 3, 'takeaways': 6, 'giveaways': 4, 'hits': 38}}"
2015020580,home,loss,"{'teamSkaterStats': {'goals': 2, 'pim': 8, 'shots': 29, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '37.7', 'blocked': 7, 'takeaways': 2, 'giveaways': 5, 'hits': 33}}","{'teamSkaterStats': {'goals': 1, 'pim': 10, 'shots': 40, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '62.3', 'blocked': 8, 'takeaways': 5, 'giveaways': 2, 'hits': 26}}"
2015020589,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 4, 'shots': 32, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '51.6', 'blocked': 9, 'takeaways': 2, 'giveaways': 7, 'hits': 13}}","{'teamSkaterStats': {'goals': 5, 'pim': 12, 'shots': 27, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '48.4', 'blocked': 12, 'takeaways': 3, 'giveaways': 7, 'hits': 8}}"
2015020602,away,win,"{'teamSkaterStats': {'goals': 2, 'pim': 8, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '64.8', 'blocked': 14, 'takeaways': 8, 'giveaways': 12, 'hits': 30}}","{'teamSkaterStats': {'goals': 3, 'pim': 8, 'shots': 16, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '35.2', 'blocked': 25, 'takeaways': 12, 'giveaways': 10, 'hits': 30}}"
2015020629,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 15, 'shots': 25, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '42.2', 'blocked': 12, 'takeaways': 9, 'giveaways': 16, 'hits': 29}}","{'teamSkaterStats': {'goals': 2, 'pim': 31, 'shots': 14, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 0.0, 'faceOffWinPercentage': '57.8', 'blocked': 23, 'takeaways': 8, 'giveaways': 11, 'hits': 37}}"
2015020632,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 2, 'shots': 30, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '39.4', 'blocked': 9, 'takeaways': 6, 'giveaways': 10, 'hits': 18}}","{'teamSkaterStats': {'goals': 2, 'pim': 8, 'shots': 28, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '60.6', 'blocked': 12, 'takeaways': 2, 'giveaways': 3, 'hits': 20}}"
2015020644,away,win,"{'teamSkaterStats': {'goals': 6, 'pim': 4, 'shots': 36, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '53.7', 'blocked': 16, 'takeaways': 9, 'giveaways': 14, 'hits': 14}}","{'teamSkaterStats': {'goals': 0, 'pim': 4, 'shots': 15, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '46.3', 'blocked': 11, 'takeaways': 5, 'giveaways': 9, 'hits': 8}}"
2015020672,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 15, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '52.8', 'blocked': 10, 'takeaways': 11, 'giveaways': 6, 'hits': 19}}","{'teamSkaterStats': {'goals': 1, 'pim': 9, 'shots': 27, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '47.2', 'blocked': 11, 'takeaways': 3, 'giveaways': 6, 'hits': 20}}"
2015020677,home,loss,"{'teamSkaterStats': {'goals': 2, 'pim': 7, 'shots': 33, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '47.6', 'blocked': 8, 'takeaways': 2, 'giveaways': 8, 'hits': 33}}","{'teamSkaterStats': {'goals': 4, 'pim': 13, 'shots': 24, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '52.4', 'blocked': 7, 'takeaways': 10, 'giveaways': 6, 'hits': 37}}"
2015020707,home,loss,"{'teamSkaterStats': {'goals': 4, 'pim': 11, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '49.0', 'blocked': 7, 'takeaways': 7, 'giveaways': 5, 'hits': 27}}","{'teamSkaterStats': {'goals': 0, 'pim': 13, 'shots': 27, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '51.0', 'blocked': 9, 'takeaways': 6, 'giveaways': 8, 'hits': 18}}"
2015020714,home,loss,"{'teamSkaterStats': {'goals': 5, 'pim': 10, 'shots': 35, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '52.2', 'blocked': 9, 'takeaways': 3, 'giveaways': 4, 'hits': 24}}","{'teamSkaterStats': {'goals': 2, 'pim': 8, 'shots': 40, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '47.8', 'blocked': 7, 'takeaways': 3, 'giveaways': 5, 'hits': 20}}"
2015020736,home,loss,"{'teamSkaterStats': {'goals': 5, 'pim': 16, 'shots': 27, 'powerPlayPercentage': '40.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '48.3', 'blocked': 12, 'takeaways': 8, 'giveaways': 4, 'hits': 22}}","{'teamSkaterStats': {'goals': 1, 'pim': 22, 'shots': 23, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '51.7', 'blocked': 5, 'takeaways': 5, 'giveaways': 3, 'hits': 36}}"
2015020749,away,win,"{'teamSkaterStats': {'goals': 2, 'pim': 8, 'shots': 38, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 8.0, 'faceOffWinPercentage': '52.2', 'blocked': 3, 'takeaways': 8, 'giveaways': 18, 'hits': 25}}","{'teamSkaterStats': {'goals': 5, 'pim': 16, 'shots': 19, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '47.8', 'blocked': 16, 'takeaways': 7, 'giveaways': 5, 'hits': 11}}"
2015020764,home,loss,"{'teamSkaterStats': {'goals': 6, 'pim': 18, 'shots': 33, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '59.3', 'blocked': 14, 'takeaways': 8, 'giveaways': 6, 'hits': 20}}","{'teamSkaterStats': {'goals': 3, 'pim': 12, 'shots': 39, 'powerPlayPercentage': '28.6', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 7.0, 'faceOffWinPercentage': '40.7', 'blocked': 8, 'takeaways': 5, 'giveaways': 7, 'hits': 21}}"
2015020781,home,loss,"{'teamSkaterStats': {'goals': 2, 'pim': 10, 'shots': 44, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '49.3', 'blocked': 11, 'takeaways': 8, 'giveaways': 7, 'hits': 28}}","{'teamSkaterStats': {'goals': 3, 'pim': 10, 'shots': 35, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '50.7', 'blocked': 7, 'takeaways': 1, 'giveaways': 0, 'hits': 30}}"
2015020793,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 17, 'shots': 31, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '45.6', 'blocked': 8, 'takeaways': 5, 'giveaways': 8, 'hits': 18}}","{'teamSkaterStats': {'goals': 0, 'pim': 15, 'shots': 23, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '54.4', 'blocked': 6, 'takeaways': 2, 'giveaways': 5, 'hits': 19}}"
2015020795,away,win,"{'teamSkaterStats': {'goals': 4, 'pim': 31, 'shots': 34, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '44.8', 'blocked': 7, 'takeaways': 4, 'giveaways': 5, 'hits': 16}}","{'teamSkaterStats': {'goals': 7, 'pim': 37, 'shots': 35, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '55.2', 'blocked': 13, 'takeaways': 0, 'giveaways': 5, 'hits': 15}}"
2015020823,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 4, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '44.4', 'blocked': 7, 'takeaways': 8, 'giveaways': 9, 'hits': 31}}","{'teamSkaterStats': {'goals': 5, 'pim': 8, 'shots': 28, 'powerPlayPercentage': '100.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '55.6', 'blocked': 7, 'takeaways': 3, 'giveaways': 11, 'hits': 29}}"
2015020827,home,loss,"{'teamSkaterStats': {'goals': 0, 'pim': 16, 'shots': 22, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '44.8', 'blocked': 13, 'takeaways': 12, 'giveaways': 17, 'hits': 24}}","{'teamSkaterStats': {'goals': 5, 'pim': 18, 'shots': 28, 'powerPlayPercentage': '66.7', 'powerPlayGoals': 2.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '55.2', 'blocked': 7, 'takeaways': 5, 'giveaways': 9, 'hits': 34}}"
2015020842,home,loss,"{'teamSkaterStats': {'goals': 1, 'pim': 4, 'shots': 28, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '53.2', 'blocked': 14, 'takeaways': 12, 'giveaways': 10, 'hits': 34}}","{'teamSkaterStats': {'goals': 1, 'pim': 6, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '46.8', 'blocked': 14, 'takeaways': 10, 'giveaways': 9, 'hits': 25}}"
2015020863,home,loss,"{'teamSkaterStats': {'goals': 1, 'pim': 8, 'shots': 20, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 1.0, 'faceOffWinPercentage': '51.8', 'blocked': 16, 'takeaways': 9, 'giveaways': 20, 'hits': 31}}","{'teamSkaterStats': {'goals': 1, 'pim': 2, 'shots': 18, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '48.2', 'blocked': 8, 'takeaways': 6, 'giveaways': 8, 'hits': 18}}"
2015020877,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 8, 'shots': 32, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '71.7', 'blocked': 14, 'takeaways': 8, 'giveaways': 15, 'hits': 27}}","{'teamSkaterStats': {'goals': 1, 'pim': 8, 'shots': 30, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '28.3', 'blocked': 16, 'takeaways': 6, 'giveaways': 12, 'hits': 30}}"
2015020909,home,loss,"{'teamSkaterStats': {'goals': 3, 'pim': 6, 'shots': 25, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '41.2', 'blocked': 12, 'takeaways': 12, 'giveaways': 9, 'hits': 18}}","{'teamSkaterStats': {'goals': 2, 'pim': 10, 'shots': 24, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '58.8', 'blocked': 13, 'takeaways': 9, 'giveaways': 11, 'hits': 22}}"
2015020923,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 17, 'shots': 25, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '53.7', 'blocked': 16, 'takeaways': 3, 'giveaways': 5, 'hits': 19}}","{'teamSkaterStats': {'goals': 3, 'pim': 13, 'shots': 31, 'powerPlayPercentage': '16.7', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 6.0, 'faceOffWinPercentage': '46.3', 'blocked': 13, 'takeaways': 2, 'giveaways': 5, 'hits': 9}}"
2015020932,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 10, 'shots': 27, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '55.9', 'blocked': 13, 'takeaways': 9, 'giveaways': 6, 'hits': 14}}","{'teamSkaterStats': {'goals': 1, 'pim': 14, 'shots': 18, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '44.1', 'blocked': 8, 'takeaways': 3, 'giveaways': 8, 'hits': 26}}"
2015020949,away,win,"{'teamSkaterStats': {'goals': 2, 'pim': 6, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '39.6', 'blocked': 12, 'takeaways': 6, 'giveaways': 7, 'hits': 18}}","{'teamSkaterStats': {'goals': 3, 'pim': 8, 'shots': 22, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '60.4', 'blocked': 14, 'takeaways': 3, 'giveaways': 10, 'hits': 12}}"
2015020962,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 6, 'shots': 26, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '51.0', 'blocked': 19, 'takeaways': 8, 'giveaways': 4, 'hits': 23}}","{'teamSkaterStats': {'goals': 2, 'pim': 6, 'shots': 40, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '49.0', 'blocked': 5, 'takeaways': 7, 'giveaways': 2, 'hits': 14}}"
2015020978,away,win,"{'teamSkaterStats': {'goals': 5, 'pim': 17, 'shots': 26, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '62.7', 'blocked': 14, 'takeaways': 8, 'giveaways': 1, 'hits': 28}}","{'teamSkaterStats': {'goals': 1, 'pim': 13, 'shots': 33, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '37.3', 'blocked': 8, 'takeaways': 1, 'giveaways': 4, 'hits': 24}}"
2015020988,home,loss,"{'teamSkaterStats': {'goals': 4, 'pim': 23, 'shots': 51, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '58.5', 'blocked': 10, 'takeaways': 11, 'giveaways': 9, 'hits': 19}}","{'teamSkaterStats': {'goals': 5, 'pim': 17, 'shots': 32, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '41.5', 'blocked': 16, 'takeaways': 5, 'giveaways': 7, 'hits': 22}}"
2015021010,home,loss,"{'teamSkaterStats': {'goals': 6, 'pim': 6, 'shots': 31, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '61.4', 'blocked': 13, 'takeaways': 15, 'giveaways': 10, 'hits': 29}}","{'teamSkaterStats': {'goals': 2, 'pim': 6, 'shots': 28, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '38.6', 'blocked': 7, 'takeaways': 8, 'giveaways': 9, 'hits': 18}}"
2015021023,home,loss,"{'teamSkaterStats': {'goals': 4, 'pim': 10, 'shots': 29, 'powerPlayPercentage': '33.3', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 3.0, 'faceOffWinPercentage': '50.6', 'blocked': 14, 'takeaways': 9, 'giveaways': 15, 'hits': 16}}","{'teamSkaterStats': {'goals': 4, 'pim': 6, 'shots': 26, 'powerPlayPercentage': '20.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 5.0, 'faceOffWinPercentage': '49.4', 'blocked': 7, 'takeaways': 10, 'giveaways': 15, 'hits': 19}}"
2015021033,away,win,"{'teamSkaterStats': {'goals': 3, 'pim': 11, 'shots': 28, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '47.2', 'blocked': 18, 'takeaways': 5, 'giveaways': 19, 'hits': 24}}","{'teamSkaterStats': {'goals': 2, 'pim': 21, 'shots': 25, 'powerPlayPercentage': '50.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 2.0, 'faceOffWinPercentage': '52.8', 'blocked': 15, 'takeaways': 6, 'giveaways': 8, 'hits': 19}}"
2015021043,away,win,"{'teamSkaterStats': {'goals': 1, 'pim': 20, 'shots': 28, 'powerPlayPercentage': '0.0', 'powerPlayGoals': 0.0, 'powerPlayOpportunities': 0.0, 'faceOffWinPercentage': '39.1', 'blocked': 17, 'takeaways': 2, 'giveaways': 14, 'hits': 36}}","{'teamSkaterStats': {'goals': 4, 'pim': 14, 'shots': 36, 'powerPlayPercentage': '25.0', 'powerPlayGoals': 1.0, 'powerPlayOpportunities': 4.0, 'faceOffWinPercentage': '60.9', 'blocked': 13, 'takeaways': 1, 'giveaways': 9, 'hits': 31}}"
